Ingredient,Function,Group
lactobacillus/oat ferment extract filtrate,hair conditioning,Hair Nourishment and Conditioning
lawsonia inermis wax,hair conditioning,Hair Nourishment and Conditioning
simmondsia chinensis seed wax,hair conditioning,Hair Nourishment and Conditioning
lanolin wax,hair conditioning,Hair Nourishment and Conditioning
mink oil,hair conditioning,Hair Nourishment and Conditioning
mink wax,hair conditioning,Hair Nourishment and Conditioning
bis-methoxy peg-10 poly(tetramethylxylene diisocyanate),hair conditioning,Hair Nourishment and Conditioning
pinus sibirica seed extract,hair conditioning,Hair Nourishment and Conditioning
monochoria hastata oil,hair conditioning,Hair Nourishment and Conditioning
ketotravoprost,hair conditioning,Hair Nourishment and Conditioning
egg,hair conditioning,Hair Nourishment and Conditioning
egg oil,hair conditioning,Hair Nourishment and Conditioning
egg powder,hair conditioning,Hair Nourishment and Conditioning
diaminopyrimidine oxide oxothiazolidinecarboxylate,hair conditioning,Hair Nourishment and Conditioning
dianthus longicalyx seed extract,hair conditioning,Hair Nourishment and Conditioning
orostachys japonica callus culture conditioned media,hair conditioning,Hair Nourishment and Conditioning
nonfat dry milk,hair conditioning,Hair Nourishment and Conditioning
kluyveromyces/lactobacillus/abies grandis leaf oil ferment filtrate,hair conditioning,Hair Nourishment and Conditioning
fucosterol,hair conditioning,Hair Nourishment and Conditioning
lindera erythrocarpa adventitious root extract,hair conditioning,Hair Nourishment and Conditioning
cinnamomum camphora adventitious root extract,hair conditioning,Hair Nourishment and Conditioning
peg/ppg-20/20 phenylisopropyl caprylyl dimethicone,hair conditioning,Hair Nourishment and Conditioning
capryloyl dipeptide-17,hair conditioning,Hair Nourishment and Conditioning
vitis rotundifolia fruit extract,hair conditioning,Hair Nourishment and Conditioning
polysilicone-29,hair conditioning,Hair Nourishment and Conditioning
methoxy peg-3 dehydrocholesteryl succinate,hair conditioning,Hair Nourishment and Conditioning
rapeseed gamma-lactone,hair conditioning,Hair Nourishment and Conditioning
sunflower gamma-lactone,hair conditioning,Hair Nourishment and Conditioning
silicone quaternium-27,hair conditioning,Hair Nourishment and Conditioning
ethylenediamine/methyl acrylate dendrimer,hair conditioning,Hair Nourishment and Conditioning
cocoyl methyl glucamide,hair conditioning,Hair Nourishment and Conditioning
phytosphingosine cyclic phosphate hcl,hair conditioning,Hair Nourishment and Conditioning
paeonia suffruticosa callus extract,hair conditioning,Hair Nourishment and Conditioning
alibertia patinoi fruit extract,hair conditioning,Hair Nourishment and Conditioning
crocus sativus callus extract,hair conditioning,Hair Nourishment and Conditioning
lavandula angustifolia phytoplacenta extract,hair conditioning,Hair Nourishment and Conditioning
aster spathulifolius phytoplacenta extract,hair conditioning,Hair Nourishment and Conditioning
terminalia ferdinandiana seed oil,hair conditioning,Hair Nourishment and Conditioning
trimethylsilyl hydrolyzed pea protein pg-propyl methylsilanediol crosspolymer,hair conditioning,Hair Nourishment and Conditioning
bis-carboxydecyl dimethicone,hair conditioning,Hair Nourishment and Conditioning
acrylic acid/ethyltrimonium chloride methacrylate copolymer,hair conditioning,Hair Nourishment and Conditioning
cetearamidoethyldiethonium succinoyl hydrolyzed silk,hair conditioning,Hair Nourishment and Conditioning
bismaleate,hair conditioning,Hair Nourishment and Conditioning
sodium chitosan caprylamide hydroxypropylsulfonate,hair conditioning,Hair Nourishment and Conditioning
sodium chitosan lauramide hydroxypropylsulfonate,hair conditioning,Hair Nourishment and Conditioning
sodium chitosan stearamide hydroxypropylsulfonate,hair conditioning,Hair Nourishment and Conditioning
glucomannan hydroxypropyltrimonium chloride,hair conditioning,Hair Nourishment and Conditioning
silicone quaternium-26,hair conditioning,Hair Nourishment and Conditioning
lactobacillus/tomato fruit ferment extract,hair conditioning,Hair Nourishment and Conditioning
bacillus/dimocarpus longan fruit/soybean ferment filtrate,hair conditioning,Hair Nourishment and Conditioning
bis-aminopropyl diglycol dimaleate,hair conditioning,Hair Nourishment and Conditioning
lactobacillus/agastache rugosa leaf/stem extract ferment filtrate,hair conditioning,Hair Nourishment and Conditioning
zinc pyrithione,hair conditioning,Hair Nourishment and Conditioning
pisum sativum callus extract,hair conditioning,Hair Nourishment and Conditioning
glycine max phytoplacenta extract,hair conditioning,Hair Nourishment and Conditioning
caryodendron orinocense seed oil,hair conditioning,Hair Nourishment and Conditioning
palmitoyl hexapeptide-56,hair conditioning,Hair Nourishment and Conditioning
nicotinoyl hexapeptide-56,hair conditioning,Hair Nourishment and Conditioning
hexapeptide-56 tripeptide-1,hair conditioning,Hair Nourishment and Conditioning
hydrogenated pinus pinaster seed oil,hair conditioning,Hair Nourishment and Conditioning
palm/stear/behenamidoethyl diethonium hydrolyzed wheat protein,hair conditioning,Hair Nourishment and Conditioning
steardimonium hydroxypropyltrimonium chloride,hair conditioning,Hair Nourishment and Conditioning
saccharomyces/acanthopanax sessiliflorus extract ferment filtrate,hair conditioning,Hair Nourishment and Conditioning
hydroxyethylcellulose/phosphorylcholine glycol acrylate copolymer,hair conditioning,Hair Nourishment and Conditioning
behenamidoethyl diethylamine,hair conditioning,Hair Nourishment and Conditioning
sophronitis dayana callus extract,hair conditioning,Hair Nourishment and Conditioning
bis-peg-10 dimethicone,hair conditioning,Hair Nourishment and Conditioning
sodium chitosan isostearamide hydroxypropylsulfonate,hair conditioning,Hair Nourishment and Conditioning
chitosan isostearamide hydroxypropyltrimonium chloride,hair conditioning,Hair Nourishment and Conditioning
cetearamidoethyl diethonium isostearoyl hydrolyzed pea protein,hair conditioning,Hair Nourishment and Conditioning
methoxy peg-7 dehydrocholesteryl succinate,hair conditioning,Hair Nourishment and Conditioning
methoxycinnamidopropyl behendimonium chloride,hair conditioning,Hair Nourishment and Conditioning
tea-phosphoadenosine phosphosulfate,hair conditioning,Hair Nourishment and Conditioning
duck embryo extract,hair conditioning,Hair Nourishment and Conditioning
morinda citrifolia phytoplacenta extract,hair conditioning,Hair Nourishment and Conditioning
terminalia chebula fruit oil,hair conditioning,Hair Nourishment and Conditioning
crinum zeylanicum oil,hair conditioning,Hair Nourishment and Conditioning
undecylenoyl oat amino acids,hair conditioning,Hair Nourishment and Conditioning
rh-polypeptide-65,hair conditioning,Hair Nourishment and Conditioning
acetyl mannosylerythritol lipid,hair conditioning,Hair Nourishment and Conditioning
beheneth-30 phosphate,hair conditioning,Hair Nourishment and Conditioning
pseudozyma epicola/argania spinosa kernel oil ferment filtrate,hair conditioning,Hair Nourishment and Conditioning
thioctoyl tripeptide-35,hair conditioning,Hair Nourishment and Conditioning
biotinoyl pentapeptide-4,hair conditioning,Hair Nourishment and Conditioning
biotinoyl tripeptide-35,hair conditioning,Hair Nourishment and Conditioning
mevalonoyl tripeptide-1,hair conditioning,Hair Nourishment and Conditioning
glycine max phytoplacenta conditioned media,hair conditioning,Hair Nourishment and Conditioning
hydrolyzed linseed seed,hair conditioning,Hair Nourishment and Conditioning
convolvulus euphraticus extract,hair conditioning,Hair Nourishment and Conditioning
sodium polyquaternium crosspolymer-1,hair conditioning,Hair Nourishment and Conditioning
caffeoyl hexapeptide-56,hair conditioning,Hair Nourishment and Conditioning
argan oil isostearyl esters,hair conditioning,Hair Nourishment and Conditioning
arthrospira platensis culture conditioned media,hair conditioning,Hair Nourishment and Conditioning
bacillus/monascus/punica granatum fruit/rice bran ferment filtrate,hair conditioning,Hair Nourishment and Conditioning
terminalia arjuna bark oil,hair conditioning,Hair Nourishment and Conditioning
arthrospira platensis extract,hair conditioning,Hair Nourishment and Conditioning
chaetomorpha solitaria callus culture extract,hair conditioning,Hair Nourishment and Conditioning
sophora japonica flower powder,hair conditioning,Hair Nourishment and Conditioning
chrysanthemum indicum/ erigeron annuus extract,hair conditioning,Hair Nourishment and Conditioning
candida tsukubaensis/olive fruit oil/ (adansonia digitata/orbignya oleifera/calophyllum inophyllum) seed oil/ phaseolus radiatus seed extract ferment extract,hair conditioning,Hair Nourishment and Conditioning
cetearamidoethyldiethonium succinoyl hydrolyzed collagen,hair conditioning,Hair Nourishment and Conditioning
quaternium-96,hair conditioning,Hair Nourishment and Conditioning
phaeocystis pouchetii extract,hair conditioning,Hair Nourishment and Conditioning
shikimoyl sh-nonapeptide-12,hair conditioning,Hair Nourishment and Conditioning
tripeptide-46 hexapeptide-40 decapeptide-27 oligopeptide-91 sh-polypeptide-60,hair conditioning,Hair Nourishment and Conditioning
saccharomyces/(lavender/rosemary/sage/thyme) seed extract ferment filtrate,hair conditioning,Hair Nourishment and Conditioning
polyurethane-46,hair conditioning,Hair Nourishment and Conditioning
sesamum indicum meristem cell culture extract,hair conditioning,Hair Nourishment and Conditioning
bis-dimonium methosulfate,hair conditioning,Hair Nourishment and Conditioning
sodium caproyl prolinate,hair conditioning,Hair Nourishment and Conditioning
phaseolus vulgaris callus extract,hair conditioning,Hair Nourishment and Conditioning
glycine max callus extract,hair conditioning,Hair Nourishment and Conditioning
hydrolyzed aloe barbadensis leaf juice,hair conditioning,Hair Nourishment and Conditioning
bis-cetearamidoethyldiethonium succinoyl hydrolyzed keratin,hair conditioning,Hair Nourishment and Conditioning
cetearamidoethyl diethonium hydrolyzed keratin,hair conditioning,Hair Nourishment and Conditioning
leuconostoc/aloe barbadensis leaf/sorbus aucuparia fruit ferment filtrate,hair conditioning,Hair Nourishment and Conditioning
lauryl olivate,hair conditioning,Hair Nourishment and Conditioning
bacillus/lithospermum erythrorhizon root/soybean ferment filtrate,hair conditioning,Hair Nourishment and Conditioning
peg-40/ppg-8 methylaminopropyl/hydroxypropyl dimethicone copolymer,hair conditioning,Hair Nourishment and Conditioning
leuconostoc/salix alba bark extract ferment filtrate,hair conditioning,Hair Nourishment and Conditioning
caryodendron orinocense nut oil,hair conditioning,Hair Nourishment and Conditioning
stearyl dimethicone pg-diethonium chloride,hair conditioning,Hair Nourishment and Conditioning
bupleurum falcatum callus culture extract,hair conditioning,Hair Nourishment and Conditioning
r-mussel polypeptide-1 r-mussel oligopeptide-1 sh-polypeptide-47,hair conditioning,Hair Nourishment and Conditioning
polysilicone-26,hair conditioning,Hair Nourishment and Conditioning
simmondsia chinensis seedcake extract,hair conditioning,Hair Nourishment and Conditioning
bis-lauryl lactate ipdi/peg-2 soyamine copolymer,hair conditioning,Hair Nourishment and Conditioning
palmitoyl dipeptide-17,hair conditioning,Hair Nourishment and Conditioning
heptapeptide-13,hair conditioning,Hair Nourishment and Conditioning
oligopeptide-79,hair conditioning,Hair Nourishment and Conditioning
nonapeptide-12,hair conditioning,Hair Nourishment and Conditioning
nonapeptide-13,hair conditioning,Hair Nourishment and Conditioning
jojoba oil/macadamia seed oil esters,hair conditioning,Hair Nourishment and Conditioning
aminolevulinoyl tripeptide-35,hair conditioning,Hair Nourishment and Conditioning
aminolevulinoyl tripeptide-1,hair conditioning,Hair Nourishment and Conditioning
hydnocarpus pentandrus kernel oil,hair conditioning,Hair Nourishment and Conditioning
azelaoyl tetrapeptide-32,hair conditioning,Hair Nourishment and Conditioning
pentapeptide-37,hair conditioning,Hair Nourishment and Conditioning
tetrapeptide-32,hair conditioning,Hair Nourishment and Conditioning
oligopeptide-80,hair conditioning,Hair Nourishment and Conditioning
monascus/meconopsis horridula flower/rice bran ferment filtrate,hair conditioning,Hair Nourishment and Conditioning
kluyveromyces/lactobacillus/sapindus mukorossi fruit oil ferment filtrate,hair conditioning,Hair Nourishment and Conditioning
centella asiatica leaf/stem powder,hair conditioning,Hair Nourishment and Conditioning
orostachys japonica callus extract,hair conditioning,Hair Nourishment and Conditioning
hydrolyzed grape callus extract,hair conditioning,Hair Nourishment and Conditioning
avenanthramides,hair conditioning,Hair Nourishment and Conditioning
cetyl amodimethicone,hair conditioning,Hair Nourishment and Conditioning
tasmannia lanceolata fruit/leaf extract,hair conditioning,Hair Nourishment and Conditioning
eremophila longifolia leaf extract,hair conditioning,Hair Nourishment and Conditioning
rosa ambassador/rosa peace phytoplacenta extract,hair conditioning,Hair Nourishment and Conditioning
eclipta prostrata powder,hair conditioning,Hair Nourishment and Conditioning
brassica rapa callus extract,hair conditioning,Hair Nourishment and Conditioning
triticum vulgare/aestivum grain extract,hair conditioning,Hair Nourishment and Conditioning
acetyl tripeptide-45 d-phenylalanyl octapeptide-14 norleucyl pentapeptide-38 methyl leucyl decapeptide-26 norleucyl glutamyl methyl leucyl isoleucinamide,hair conditioning,Hair Nourishment and Conditioning
